specI	species	main_module	food_microbiome_metabolic_module	food_microbiome_metabolic_function	food_microbiome_functional_gene	gene	DO_IRD_Fa_Ma1_1
specI_v4_00234	Weissella confusa	F3MC_carbohydrate_metabolism	F3MC_06_cellobiose_mannose_catabolism	F3MC_06_C036_Beta-D-glucosidase_mannosidase	F3MC_06_C036_Beta-D-glucosidase_mannosidase_bglX	1583.SAMN08627290.GCA_004766315_01686	2.3267927600790084
specI_v4_00234	Weissella confusa	F3MF_cofactors_metabolism	F3MF_04_NAD_biosynthesis	F3MF_04_F034_NAD_kinase	F3MF_04_F034_NAD_kinase_nadK	1583.SAMN08627290.GCA_004766315_01766	1.2215661990414797
specI_v4_00234	Weissella confusa	F3MC_carbohydrate_metabolism	F3MC_08_NAG_chitobiose_catabolism	F3MC_08_C043_N-acetylglucosamine-6-phosphate_deacetylase	F3MC_08_C043_N-acetylglucosamine-6-phosphate_deacetylase_nagA	1583.SAMN08627290.GCA_004766315_01790	3.390469450400841
specI_v4_00234	Weissella confusa	F3MA_RNA_metabolism	F3MA_03_tRNA_modifications	F3MA_03_R013_tRNA_uridine_modification_proteins	F3MA_03_R013_tRNAs_pseudouridine_synthase_truA	1583.SAMN08627290.GCA_004766315_01800	1.544487877571285
specI_v4_00234	Weissella confusa	F3MP_pyruvate_dissimilation	F3MP_03_acetate_production	F3MP_03_Pyruvate_oxidase	F3MP_03_P006_Pyruvate_oxidase_poxL	1583.SAMN08627290.GCA_004766315_01806	1.0947809098493655
specI_v4_00234	Weissella confusa	F3MU_uptake_transport_systems	F3MU_11_inorganic_ions_ABC_transport_systems	F3MU_11_U087_manganese_ABC_transport_systems	F3MU_11_U087_Manganese_ABC_transport_system_permease_protein_mntB1	1583.SAMN08627290.GCA_004766315_01848	1.32285817443197
specI_v4_00234	Weissella confusa	F3MN_amino_acid_nitrogen_metabolism	F3MN_17_peptides_catabolic_pathways	F3MN_17_N090_Xaa-Pro_dipeptidyl-peptidase_X_pepX	F3MN_17_N090_Xaa-Pro_dipeptidyl-peptidase_X_pepX	1583.SAMN08627290.GCA_004766315_01858	1.6866294727882356
specI_v4_00234	Weissella confusa	F3MB_nucleotide_metabolism	F3MB_05_nucleotide_housekeeping_pathways	F3MB_05_B031_Phosphoribosylpyrophosphate_synthetase	F3MB_05_B031_Phosphoribosylpyrophosphate_synthetase_prs	1583.SAMN08627290.GCA_004766315_01869	1.025512364627415
specI_v4_00234	Weissella confusa	F3MN_amino_acid_nitrogen_metabolism	F3MN_28_tyrosine_phenylalanine_chorismate_biosynthesis	F3MN_28_N182_3-phosphoshikimate_1-carboxyvinyltransferase	F3MN_28_N182_3-phosphoshikimate_1-carboxyvinyltransferase_aroA	1583.SAMN08627290.GCA_004766315_01877	1.5382685469411224
specI_v4_00234	Weissella confusa	F3MN_amino_acid_nitrogen_metabolism	F3MN_28_tyrosine_phenylalanine_chorismate_biosynthesis	F3MN_28_N178_3-dehydroquinate_synthase	F3MN_28_N178_3-dehydroquinate_synthase_aroB	1583.SAMN08627290.GCA_004766315_01879	0.9333314779193328
specI_v4_00234	Weissella confusa	F3MB_nucleotide_metabolism	F3MB_03_guanine_biosynthesis	F3MB_03_B014_Inosine_5-monophosphate_dehydrogenase	F3MB_03_B014_Inosine_5-monophosphate_dehydrogenase_guaB	1583.SAMN08627290.GCA_004766315_01946	0.8698062987939331
specI_v4_00234	Weissella confusa	F3MB_nucleotide_metabolism	F3MB_07_nucleoside_deaminases_pathways	F3MB_07_B045_Adenine_deaminase	F3MB_07_B045_Adenine_deaminase_ade	1583.SAMN08627290.GCA_004766315_01948	1.1973549770784953
specI_v4_00234	Weissella confusa	F3MC_carbohydrate_metabolism	F3MC_14_glycogen_synthesis	F3MC_14_C086_Glucose-1-phosphate_adenylyltransferase_ADP-glucose_pyrophosphorylase	F3MC_14_C086_Glucose-1-phosphate_adenylyltransferase_ADP-glucose_pyrophosphorylase_glgC	1583.SAMN08627290.GCA_004766315_01967	0.9165660392503548
specI_v4_00234	Weissella confusa	F3MC_carbohydrate_metabolism	F3MC_14_glycogen_synthesis	F3MC_14_C085_1-4-alpha-glucan_branching_enzyme	F3MC_14_C085_1-4-alpha-glucan_branching_enzyme_glgB	1583.SAMN08627290.GCA_004766315_01969	4.273752007415053
specI_v4_00234	Weissella confusa	F3MR_redox	F3MR_04_respiratory_chain	F3MR_04_NADH_dehydrogenase_II	F3MR_04_R030_NADH_dehydrogenase_II_ndh	1583.SAMN08627290.GCA_004766315_01999	1.815661235733784
specI_v4_00234	Weissella confusa	F3MF_cofactors_metabolism	F3MF_02_riboflavin_biosynthesis	F3MF_02_F021_Bifunctional_riboflavin_kinase_FMN_adenylyltransferase	F3MF_02_F021_Bifunctional_riboflavin_kinase_FMN_adenylyltransferase_ribF	1583.SAMN08627290.GCA_004766315_02002	2.116343988148296
specI_v4_00234	Weissella confusa	F3MU_uptake_transport_systems	F3MU_11_inorganic_ions_transport_systems	F3MU_11_U098_sodium_proton_transport_systems	F3MU_11_U098_Na+_H+_antiporter_nhaP	1583.SAMN08627290.GCA_004766315_02067	2.888423813678977
specI_v4_00234	Weissella confusa	F3MC_carbohydrate_metabolism	F3MC_13_lactose_galactose_catabolism	F3MC_13_C159_Arabinogalactan_endo-1-4-beta-galactosidase-	F3MC_13_C159_Arabinogalactan_endo-1-4-beta-galactosidase_ganB	1583.SAMN08627290.GCA_004766315_02098	0.5528552514796713
specI_v4_00234	Weissella confusa	F3MN_amino_acid_nitrogen_metabolism	F3MN_17_peptides_catabolic_pathways	F3MN_17_N100_Proline_iminopeptidase_R_pepR	F3MN_17_N100_Proline_iminopeptidase_R_pepR	1583.SAMN08627290.GCA_004766315_02100	1.0822996942647636
specI_v4_00234	Weissella confusa	F3MN_amino_acid_nitrogen_metabolism	F3MN_20_methionine_biosynthesis	F3MN_20_N134_Aspartate-semialdehyde_dehydrogenase	F3MN_20_N134_Aspartate-semialdehyde_dehydrogenase_asd	1583.SAMN08627290.GCA_004766315_02103	1.82063565007826
specI_v4_00234	Weissella confusa	F3MB_nucleotide_metabolism	F3MB_04_pyrimidine_biosynthesis	F3MB_04_B022_Orotidine-5-phosphate_decarboxylase	F3MB_04_B022_Orotidine-5-phosphate_decarboxylase_pyrF	1583.SAMN08627290.GCA_004766315_02150	1.3960756560474052
specI_v4_00234	Weissella confusa	F3MB_nucleotide_metabolism	F3MB_04_pyrimidine_biosynthesis	F3MB_04_B020_Dihydroorotate_dehydrogenase	F3MB_04_B020_Dihydroorotate_dehydrogenase_type_2_pyrD2	1583.SAMN08627290.GCA_004766315_02151	1.8519686298086533
specI_v4_00234	Weissella confusa	F3MW_cell_wall_metabolism	F3MW_01_UDP-N-acetyl-glucosamine_biosynthesis	F3MW_01_W002_Phosphoglucosamine_mutase	F3MW_01_W002_Phosphoglucosamine_mutase_glmM	1583.SAMN08627290.GCA_004766315_02162	0.7334790422500715
specI_v4_00234	Weissella confusa	F3MU_uptake_transport_systems	F3MU_11_inorganic_ions_transport_systems	F3MU_11_U098_sodium_proton_transport_systems	F3MU_11_U098_Na+_H+_antiporter_nhaP	1583.SAMN08627290.GCA_004766315_02165	0.5061279842862296
specI_v4_00234	Weissella confusa	F3MW_cell_wall_metabolism	F3MW_02_peptidoglycan_biosynthesis	F3MW_02_W005_UDP-N-acetylenolpyruvoylglucosamine_reductase	F3MW_02_W005_UDP-N-acetylenolpyruvoylglucosamine_reductase_murB	1583.SAMN08627290.GCA_004766315_02166	1.1149865977828268
specI_v4_00234	Weissella confusa	F3MR_redox	F3MR_02_NADH_redox_balance	F3MR_02_Thioredoxin_reductase_activity	F3MR_02_R016_Thioredoxin_reductase_trxB	1583.SAMN08627290.GCA_004766315_02190	2.096315496146892
specI_v4_00234	Weissella confusa	F3MU_uptake_transport_systems	F3MU_01_sugar_PTS_phosphotransferase_systems	F3MU_01_U007_PTS_system_mannose_manXYZ	F3MU_01_U007_PTS_system_mannose_IIAB_component_manX	1583.SAMN08627292.GCA_004771075_01582	23.070434740058904
specI_v4_00234	Weissella confusa	F3MD_DNA_metabolism	F3MD_03_DNA_modification_restriction	F3MD_03_D017_DNA_restriction_enzymes	F3MD_03_D017_type_I_site-specific_restriction_enzyme_hsdS	1583.SAMN08627294.GCA_004766405_00602	53.4711887621628
specI_v4_00234	Weissella confusa	F3MD_DNA_metabolism	F3MD_03_DNA_modification_restriction	F3MD_03_D015_DNA_guanine_methylases	F3MD_03_D015_6-O-methylguanine_DNA_methyltransferase_DNA_binding_domain_adaB	1583.SAMN08627294.GCA_004766405_00835	21.669522139518417
specI_v4_00234	Weissella confusa	F3MU_uptake_transport_systems	F3MU_03_sugar:cation_MSF_symporters	F3MU_03_U040_pentoses_pentosides_MSF_symporters	F3MU_03_U040_Glycoside_xyloside_hexuronide:cation_symporter_GPH_family_xylP_xynT	1583.SAMN08627294.GCA_004766405_01607	10.74301174584285
specI_v4_00234	Weissella confusa	F3MU_uptake_transport_systems	F3MU_01_sugar_PTS_phosphotransferase_systems	F3MU_01_U021_PTS_system_beta-glucoside_bglF	F3MU_01_U021_PTS_system_beta-glucoside_IIB_component_bglF	1583.SAMN08627294.GCA_004766405_01683	2.0137333705411056
specI_v4_00234	Weissella confusa	F3MC_carbohydrate_metabolism	F3MC_09_trehalose_catabolism	F3MC_09_C049_Trehalose-6-phosphate_hydrolase	F3MC_09_C049_Trehalose-6-phosphate_hydrolase_treA	1583.SAMN08627294.GCA_004766405_01684	7.586140862614282
specI_v4_00234	Weissella confusa	F3MU_uptake_transport_systems	F3MU_08_amino_acids_amines_ABC_transport_systems	F3MU_08_U070_cysteine_methionine_ABC_transporters	F3MU_08_U070_D-methionine_ABC_transport_system_substrate-binding_protein_metQ	1583.SAMN08627296.GCA_004766225_01074	17.928021913990058
specI_v4_00234	Weissella confusa	F3MN_amino_acid_nitrogen_metabolism	F3MN_14_methionine_cysteine_catabolic_pathways	F3MN_14_N071_L-cysteine_desulfhydrase	F3MN_14_N071_L-cysteine_desulfhydrase_metC	1583.SAMN08627296.GCA_004766225_01387	28.89269618602456
specI_v4_00234	Weissella confusa	F3MU_uptake_transport_systems	F3MU_14_holin_and_porin_systems	F3MU_14_U101_Fluoride_toxicity_resistance_protein	F3MU_14_U101_Fluoride_toxicity_resistance_protein_crcB	1583.SAMN08627297.GCA_004766215_00050	51.7933590126765
specI_v4_00234	Weissella confusa	F3MF_cofactors_metabolism	F3MF_01_thiamine_biosynthesis	F3MF_01_F135_Thiaminase	F3MF_01_F135_Thiaminase_tenA	1583.SAMN08627297.GCA_004766215_01206	21.372836880043145
specI_v4_00234	Weissella confusa	F3MU_uptake_transport_systems	F3MU_03_sugar:cation_MSF_symporters	F3MU_03_U039_oligosaccharides_MSF_symporters	F3MU_03_U039_Maltose_maltooligosaccharide_transporter_malY	1583.SAMN08627297.GCA_004766215_01463	0.7383689025317387
specI_v4_00234	Weissella confusa	F3MC_carbohydrate_metabolism	F3MC_07_fructose_sucrose_catabolism	F3MC_07_C148_Dextransucrase	F3MC_07_C148_Dextransucrase_dexB	1583.SAMN08627297.GCA_004766215_01472	6.004807339866551
specI_v4_00234	Weissella confusa	F3MD_DNA_metabolism	F3MD_01_DNA_replication	F3MD_01_D003_DNA_gyrase_topoisomerase	F3MD_01_D003_Single-stranded_DNA-binding_protein_ssb	1583.SAMN08627297.GCA_004766215_01933	4.052024465113201
specI_v4_00234	Weissella confusa	F3MU_uptake_transport_systems	F3MU_08_amino_acids_amines_ABC_transport_systems	F3MU_08_U069_Aspartate_glutamate_glutamine_ABC_transporters	F3MU_08_U069_Aspartate_glutamate_glutamine_ABC_transport_system_permease_protein_glnP	1583.SAMN08627298.GCA_004766325_01420	5.507334769743438
specI_v4_00234	Weissella confusa	F3MS_cell_division_and_shape	F3MS_04_chromosome_partitioning	F3MS_04_S015_Chromosome_partitioning_proteins	F3MS_04_S015_Chromosome_partitioning_protein_parA	1583.SAMN08627299.GCA_004766195_00653	77.44546007757711
specI_v4_00234	Weissella confusa	F3MP_pyruvate_dissimilation	F3MP_01_lactate_production	F3MP_01_D-lactate_dehydrogenase	F3MP_01_P002_D-lactate_dehydrogenase_ldhD	1583.SAMN08627299.GCA_004766195_00969	0.9918388242963654
specI_v4_00234	Weissella confusa	F3MS_cell_division_and_shape	F3MS_04_chromosome_partitioning	F3MS_04_S015_Chromosome_partitioning_proteins	F3MS_04_S015_Chromosome_partitioning_protein_parA	1583.SAMN08627300.GCA_004766205_01044	2.5076679708625087
specI_v4_00234	Weissella confusa	F3MD_DNA_metabolism	F3MD_03_DNA_modification_restriction	F3MD_03_D013_DNA_general_methylases	F3MD_03_D013_DNA_methylase_mod	1583.SAMN08627300.GCA_004766205_01402	5.539175787090528
specI_v4_00234	Weissella confusa	F3MC_carbohydrate_metabolism	F3MC_22_ribose_nuclotide_catabolism	F3MC_22_C122_D-ribokinase	F3MC_22_C122_D-ribokinase_rbsk	1583.SAMN08627300.GCA_004766205_02267	15.407768931049878
specI_v4_00234	Weissella confusa	F3MB_nucleotide_metabolism	F3MB_01_purine_biosynthesis	F3MB_01_B005_Phosphoribosylformylglycinamide_cyclo-ligase	F3MB_01_B005_Phosphoribosylformylglycinamide_cyclo-ligase_purM	1583.SAMN08627301.GCA_004766185_00052	10.141066396934022
specI_v4_00234	Weissella confusa	F3MD_DNA_metabolism	F3MD_05_DNA_homologous_recombination	F3MD_05_D022_DNA_recombinases	F3MD_05_D022_Recombinase_RarA_rarA	1583.SAMN08627301.GCA_004766185_00776	6.345592153005395
specI_v4_00234	Weissella confusa	F3MU_uptake_transport_systems	F3MU_07_oligopeptides_ABC_transport_systems	F3MU_07_U065_oligopeptide_ABC_transport_system_oppABCDF	F3MU_07_U065_Bacterial_extracellular_oligopeptide-binding_ABC_transport_proteins_oppA	1583.SAMN08627301.GCA_004766185_01073	16.341220791821485
specI_v4_00234	Weissella confusa	F3MN_amino_acid_nitrogen_metabolism	F3MN_14_methionine_cysteine_catabolic_pathways	F3MN_14_N071_L-cysteine_desulfhydrase	F3MN_14_N071_L-cysteine_desulfhydrase_metC	1583.SAMN08627301.GCA_004766185_01467	5.218837792763599
specI_v4_00234	Weissella confusa	F3MU_uptake_transport_systems	F3MU_08_amino_acids_amines_ABC_transport_systems	F3MU_08_U070_cysteine_methionine_ABC_transporters	F3MU_08_U070_D-methionine_ABC_transport_system_substrate-binding_protein_metQ	1583.SAMN08627301.GCA_004766185_01469	10.529556532582893
specI_v4_00234	Weissella confusa	F3MW_cell_wall_metabolism	F3MW_04_teichoic_acid_biosynthesis	F3MW_04_W028_Teichoic_acids_export_ABC_transporter	F3MW_04_W028_Teichoic_acids_export_ABC_transporter_subunit_tagH	1583.SAMN08627301.GCA_004766185_01884	4.10204945850966
specI_v4_00234	Weissella confusa	F3MD_DNA_metabolism	F3MD_03_DNA_modification_restriction	F3MD_03_D016_DNA_adenine_methylases	F3MD_03_D016_3-methyladenine_DNA_glycosylase_tag	1583.SAMN08627301.GCA_004766185_02057	15.574969037778864
specI_v4_00234	Weissella confusa	F3MN_amino_acid_nitrogen_metabolism	F3MN_28_tyrosine_phenylalanine_chorismate_biosynthesis	F3MN_28_N183_Chorismate_synthase	F3MN_28_N183_Chorismate_synthase_aroC_aroF	1583.SAMN08627301.GCA_004766185_02102	5.399730524036795
specI_v4_00234	Weissella confusa	F3MN_amino_acid_nitrogen_metabolism	F3MN_28_tyrosine_phenylalanine_chorismate_biosynthesis	F3MN_28_N180_Shikimate_dehydrogenase	F3MN_28_N180_Shikimate_dehydrogenase_aroE	1583.SAMN08627301.GCA_004766185_02105	7.275897944655819
specI_v4_00234	Weissella confusa	F3MA_RNA_metabolism	F3MA_02_RNA_degradation_and_turnover	F3MA_02_R009_RNA_maturation_recycling_proteins	F3MA_02_R009_rRNA_mRNA_maturation_and_decay_protein_rnjA	1583.SAMN08627301.GCA_004766185_02198	6.645320122785649
specI_v4_00234	Weissella confusa	F3MN_amino_acid_nitrogen_metabolism	F3MN_12_serine_threonine_catabolic_pathways	F3MN_12_N220_L-threonine_dehydrogenase	F3MN_12_N220_L-threonine_dehydrogenase_tdh	1583.SAMN08995362.GCA_003284505_00268	50.96705698891648
specI_v4_00234	Weissella confusa	F3MP_pyruvate_dissimilation	F3MP_17_methylglyoxal_catabolism	F3MP_17_glyoxalase_I	F3MP_17_P067_Lactoylglutathione_lyase_glyoxalase_I_gloA	1583.SAMN08995362.GCA_003284505_00270	62.299876151115456
specI_v4_00234	Weissella confusa	F3MN_amino_acid_nitrogen_metabolism	F3MN_30_histidine_biosynthesis	F3MN_30_N196_Histidinol-phosphate_phosphatase	F3MN_30_N196_Histidinol-phosphate_phosphatase_hisK	1583.SAMN08995362.GCA_003284505_00297	12.709628650136487
specI_v4_00234	Weissella confusa	F3MD_DNA_metabolism	F3MD_01_DNA_replication	F3MD_01_D003_DNA_gyrase_topoisomerase	F3MD_01_D003_Single-stranded_DNA-binding_protein_ssb	1583.SAMN08995362.GCA_003284505_00753	2.0137333705411056
specI_v4_00234	Weissella confusa	F3MP_pyruvate_dissimilation	F3MP_17_methylglyoxal_catabolism	F3MP_17_1-2-Propanediol_dehydrogenase	F3MP_17_P071_Glycerol_1-2-Propanediol_dehydrogenase_gldA	1583.SAMN08995362.GCA_003284505_00844	0.9128186981848418
specI_v4_00234	Weissella confusa	F3MA_RNA_metabolism	F3MA_02_RNA_degradation_and_turnover	F3MA_02_R009_RNA_maturation_recycling_proteins	F3MA_02_R009_rRNA_mRNA_maturation_and_decay_protein_rnjA	1583.SAMN08995362.GCA_003284505_00864	0.8306650153482061
specI_v4_00234	Weissella confusa	F3MT_translation_and_posttranslation_processes	F3MT_10_redox_protein_chaperones	F3MT_10_T046_Peptide_methionine_sulfoxide_reductase	F3MT_10_T046_Peptide-methionine_S-S-oxide_reductase_mrsA	1583.SAMN08995362.GCA_003284505_01349	7.594651568897884
specI_v4_00234	Weissella confusa	F3MD_DNA_metabolism	F3MD_03_DNA_modification_restriction	F3MD_03_D016_DNA_adenine_methylases	F3MD_03_D016_Adenine_specific_DNA_methylase_Mod_mod	1583.SAMN08995362.GCA_003284505_02007	21.248839587834755
specI_v4_00234	Weissella confusa	F3MT_translation_and_posttranslation_processes	F3MT_05_translation_process	F3MT_05_T033_Ribosome_dimerization_regulation	F3MT_05_T033_Ribosome_dimerization_regulation_of_translation_protein_hpf	1583.SAMN09580334.GCA_014845385_00329	52.21138148870107
specI_v4_00234	Weissella confusa	F3MA_RNA_metabolism	F3MA_01_RNA_transcription	F3MA_01_R003_RNA_polymerase_stringent_factor_ppGpp_synthetase	F3MA_01_R003_Stringent_factor_ppGpp_synthetase_I_relA	1583.SAMN09580334.GCA_014845385_00528	3.2994864484151702
specI_v4_00234	Weissella confusa	F3MD_DNA_metabolism	F3MD_01_DNA_replication	F3MD_01_D007_DNA_polymerases	F3MD_01_D007_DNA_polymerase_III_alpha_subunit_dnaE	1583.SAMN09580334.GCA_014845385_00529	4.898993555305041
specI_v4_00234	Weissella confusa	F3MF_cofactors_metabolism	F3MF_07_folate_tetrahydrofolate_biosynthesis	F3MF_07_F059_Dihydrofolate_reductase	F3MF_07_F059_Dihydrofolate_reductase_folA	1583.SAMN09580334.GCA_014845385_00531	6.004807339866551
specI_v4_00234	Weissella confusa	F3MB_nucleotide_metabolism	F3MB_05_nucleotide_housekeeping_pathways	F3MB_05_B037_Ppx_GppA_exopolyphosphatase	F3MB_05_B037_Ppx_GppA_exopolyphosphatase_ppx	1583.SAMN09580334.GCA_014845385_00685	34.33752039129362
specI_v4_00234	Weissella confusa	F3MW_cell_wall_metabolism	F3MW_04_teichoic_acid_biosynthesis	F3MW_04_W028_Teichoic_acids_export_ABC_transporter	F3MW_04_W028_Teichoic_acids_export_ABC_transporter_subunit_tagH	1583.SAMN09580334.GCA_014845385_00876	0.907830617866892
specI_v4_00234	Weissella confusa	F3MD_DNA_metabolism	F3MD_01_DNA_replication	F3MD_01_D003_DNA_gyrase_topoisomerase	F3MD_01_D003_Single-stranded_DNA-binding_protein_ssb	1583.SAMN09580334.GCA_014845385_01419	4.780805843730682
specI_v4_00234	Weissella confusa	F3MP_pyruvate_dissimilation	F3MP_12_glycolate_catabolism	F3MP_12_Glycolate_dehydrogenase	F3MP_12_P037_Glycolate_dehydrogenase_glcD	1583.SAMN09580334.GCA_014845385_01453	4.679802903370176
specI_v4_00234	Weissella confusa	F3MC_carbohydrate_metabolism	F3MC_11_maltose_starch_dextran_catabolism	F3MC_11_C059_Alpha_beta-phosphoglucomutase	F3MC_11_C059_Beta-phosphoglucomutase_glucose-1-phosphate_phosphodismutase_pgmB	1583.SAMN09580334.GCA_014845385_01932	1.4833303845503678
specI_v4_00234	Weissella confusa	F3MD_DNA_metabolism	F3MD_03_DNA_modification_restriction	F3MD_03_D016_DNA_adenine_methylases	F3MD_03_D016_Site-specific_DNA-methyltransferase_Adenine-specific_dpnM	1583.SAMN09734169.GCA_003466065_00234	1.0929802833529028
specI_v4_00234	Weissella confusa	F3MB_nucleotide_metabolism	F3MB_03_guanine_biosynthesis	F3MB_03_B015_GMP_synthetase	F3MB_03_B015_GMP_synthetase_guaA	1583.SAMN11026759.GCA_014694545_00381	60.64170454253063
specI_v4_00234	Weissella confusa	F3MU_uptake_transport_systems	F3MU_19_inorganic_ions_channels	F3MU_19_U114_mechanosensitive_ion_channels	F3MU_19_U114_Stretch_forces_response_channel_mscL	1583.SAMN11026759.GCA_014694545_01551	7.22317404650614
specI_v4_00234	Weissella confusa	F3MD_DNA_metabolism	F3MD_03_DNA_modification_restriction	F3MD_03_D017_DNA_restriction_enzymes	F3MD_03_D017_type_I_site-specific_restriction_enzyme_hsdS	1583.SAMN11026759.GCA_014694545_01575	5.417380534879604
specI_v4_00234	Weissella confusa	F3MR_redox	F3MR_01_peroxides_metabolism	F3MR_01_Hydrogen_peroxide_peroxidase	F3MR_01_R002_Heme-dependent_catalase_katA	1583.SAMN11026759.GCA_014694545_02155	7.691205828822792
specI_v4_00234	Weissella confusa	F3MU_uptake_transport_systems	F3MU_15_co-factors_ECF_transport_systems	F3MU_15_U084_Shared_energy-coupling_factor_ECF_transport_system	F3MU_15_U084_Shared_energy-coupling_factor_ECF_transport_system_permease_T_component_ecfT	1583.SAMN11026759.GCA_014694545_02175	2.416480044649327
specI_v4_00234	Weissella confusa	F3MU_uptake_transport_systems	F3MU_19_inorganic_ions_channels	F3MU_19_U114_mechanosensitive_ion_channels	F3MU_19_U114_Stretch_forces_response_channel_mscL	1583.SAMN11026759.GCA_014694545_02267	50.9391542659012
specI_v4_00234	Weissella confusa	F3MD_DNA_metabolism	F3MD_03_DNA_modification_restriction	F3MD_03_D017_DNA_restriction_enzymes	F3MD_03_D017_type_I_site-specific_restriction_enzyme_hsdS	1583.SAMN11026759.GCA_014694545_02280	1.6952347252004203
specI_v4_00234	Weissella confusa	F3MD_DNA_metabolism	F3MD_01_DNA_replication	F3MD_01_D007_DNA_polymerases	F3MD_01_D007_DNA_polymerase_III_alpha_subunit_dnaE	1583.SAMN13762322.GCA_009906195_00017	0.2950852630011389
specI_v4_00234	Weissella confusa	F3MF_cofactors_metabolism	F3MF_07_folate_tetrahydrofolate_biosynthesis	F3MF_07_F058_Dihydropteroate_synthase	F3MF_07_F058_Dihydropteroate_synthase_folP	1583.SAMN13762322.GCA_009906195_01058	1.199516267650839
specI_v4_00234	Weissella confusa	F3MC_carbohydrate_metabolism	F3MC_11_maltose_starch_dextran_catabolism	F3MC_11_C152_Starch_pullulanase	F3MC_11_C152_Starch_pullulanase_pulA	1583.SAMN14115307.GCA_011044335_00541	0.8320517682953651
