specI	species	main_module	food_microbiome_metabolic_module	food_microbiome_metabolic_function	food_microbiome_functional_gene	gene	DO_IRD_Fa_Ma1_1
specI_v4_00300	Cronobacter dublinensis	F3ML_fatty_acids_metabolism	F3ML_01_fatty_acids_biosynthesis_initiation	F3ML_01_L001_Acetyl-CoA_carboxyltransferase	F3ML_01_L001_Acetyl-CoA_carboxyltransferase_subunit_beta_accD	413497.SAMN07483911.GCA_002978655_03402	1.0822996942647636
specI_v4_00300	Cronobacter dublinensis	F3MB_nucleotide_metabolism	F3MB_01_purine_biosynthesis	F3MB_01_B001_Amidophosphoribosyltransferase	F3MB_01_B001_Amidophosphoribosyltransferase_purF	413497.SAMN07483911.GCA_002978655_03406	1.969956558138038
specI_v4_00300	Cronobacter dublinensis	F3MN_amino_acid_nitrogen_metabolism	F3MN_26_alanine_biosyntesis	F3MN_26_N169_Glutamate-pyruvate_aminotransferase	F3MN_26_N169_Glutamate-pyruvate_aminotransferase_alaA	413497.SAMN07483911.GCA_002978655_03430	0.8204098917019319
specI_v4_00300	Cronobacter dublinensis	F3MR_redox	F3MR_04_respiratory_chain	F3MR_04_NADH_dehydrogenase_I	F3MR_04_R031_NADH_dehydrogenase_I_chain_B_nuoB	413497.SAMN07483911.GCA_002978655_03433	0.7383689025317387
specI_v4_00300	Cronobacter dublinensis	F3MR_redox	F3MR_04_respiratory_chain	F3MR_04_NADH_dehydrogenase_I	F3MR_04_R031_NADH_dehydrogenase_I_chain_G_nuoG	413497.SAMN07483911.GCA_002978655_03437	0.7286535222352685
specI_v4_00300	Cronobacter dublinensis	F3MR_redox	F3MR_04_respiratory_chain	F3MR_04_NADH_dehydrogenase_I	F3MR_04_R031_NADH:ubiquinone_oxidoreductase_membrane_subunit_M_nuoM	413497.SAMN07483911.GCA_002978655_03443	0.6515019728221224
specI_v4_00300	Cronobacter dublinensis	F3MA_RNA_metabolism	F3MA_02_RNA_degradation_and_turnover	F3MA_02_R007_General_ribonucleases	F3MA_02_R007_Ribonuclease_Z_rnz	413497.SAMN07483911.GCA_002978655_03445	3.268190224320811
specI_v4_00300	Cronobacter dublinensis	F3MF_cofactors_metabolism	F3MF_11_menaquinone_biosynthesis	F3MF_11_F087_2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate_synthase	F3MF_11_F087_2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate_synthase_menD	413497.SAMN07483911.GCA_002978655_03449	0.5976007304663352
specI_v4_00300	Cronobacter dublinensis	F3MF_cofactors_metabolism	F3MF_11_menaquinone_biosynthesis	F3MF_11_F091_Naphthoate_synthase	F3MF_11_F091_Naphthoate_synthase_menB	413497.SAMN07483911.GCA_002978655_03451	2.3235385044705064
specI_v4_00300	Cronobacter dublinensis	F3MU_uptake_transport_systems	F3MU_03_sugar:cation_MSF_symporters	F3MU_03_U042_glycerol_G3P_transporters	F3MU_03_U042_Glycerol-3-phosphate:cation_symporter_ACS_family_glpT	413497.SAMN07483911.GCA_002978655_03462	2.2101951627890184
specI_v4_00300	Cronobacter dublinensis	F3MB_nucleotide_metabolism	F3MB_08_ribonucleoside_reductase_pathways	F3MB_08_B051_Aerobic_ribonucleoside-diphosphate_reductase	F3MB_08_B051_Aerobic_ribonucleoside-diphosphate_reductase_beta_subunit_nrdB_nrdF	413497.SAMN07483911.GCA_002978655_03465	0.8813421913508818
specI_v4_00300	Cronobacter dublinensis	F3MB_nucleotide_metabolism	F3MB_08_ribonucleoside_reductase_pathways	F3MB_08_B051_Aerobic_ribonucleoside-diphosphate_reductase	F3MB_08_B051_Aerobic_ribonucleoside-diphosphate_reductase_alpha_subunit_nrdA_nrdE	413497.SAMN07483911.GCA_002978655_03466	0.4360446274793733
specI_v4_00300	Cronobacter dublinensis	F3MD_DNA_metabolism	F3MD_01_DNA_replication	F3MD_01_D003_DNA_gyrase_topoisomerase	F3MD_01_D003_A_type_II_topoisomerase_gyrA	413497.SAMN07483911.GCA_002978655_03468	1.1340136728303154
specI_v4_00300	Cronobacter dublinensis	F3MU_uptake_transport_systems	F3MU_14_holin_and_porin_systems	F3MU_14_U102_Outer_membrane_porins	F3MU_14_U102_Outer_membrane_porin_ompC	413497.SAMN07483911.GCA_002978655_03472	1.7626843827017635
specI_v4_00300	Cronobacter dublinensis	F3MC_carbohydrate_metabolism	F3MC_16_uronate_catabolism	F3MC_16_C097_D-mannonate_dehydratase	F3MC_16_C097_D-mannonate_dehydratase_uxuA	413497.SAMN07483911.GCA_002978655_03514	0.8369420809553714
specI_v4_00300	Cronobacter dublinensis	F3MU_uptake_transport_systems	F3MU_01_sugar_PTS_phosphotransferase_systems	F3MU_01_U009_PTS_system_fructose_HPr_component	F3MU_01_U009_PTS_system_fructose_fruB_HPr_component_type_2	413497.SAMN07483911.GCA_002978655_03519	0.8790105982520698
specI_v4_00300	Cronobacter dublinensis	F3MU_uptake_transport_systems	F3MU_01_sugar_PTS_phosphotransferase_systems	F3MU_01_U008_PTS_system_fructose_fruABC	F3MU_01_U008_PTS_system_fructose_IIABC_component_fruABC	413497.SAMN07483911.GCA_002978655_03521	1.7642442803855705
specI_v4_00300	Cronobacter dublinensis	F3MU_uptake_transport_systems	F3MU_05_amino_acids_amines_permeases	F3MU_05_U053_lysine_arginine_ornithine_permeases	F3MU_05_U053_L-ysine-specific_permease_lysP	413497.SAMN07483911.GCA_002978655_03526	1.33708654382005
specI_v4_00300	Cronobacter dublinensis	F3MF_cofactors_metabolism	F3MF_07_folate_tetrahydrofolate_biosynthesis	F3MF_07_F052_GTP_cyclohydrolase	F3MF_07_F052_GTP_cyclohydrolase_1_folE1	413497.SAMN07483911.GCA_002978655_03529	4.449991153651104
specI_v4_00300	Cronobacter dublinensis	F3MU_uptake_transport_systems	F3MU_04_sugar_ABC_transporters	F3MU_04_U045_galactosides_ABC_transporters	F3MU_04_U045_Methyl-galactoside_ABC_transport_system_permease_protein_mglC	413497.SAMN07483911.GCA_002978655_03534	1.9719050809452965
specI_v4_00300	Cronobacter dublinensis	F3MP_pyruvate_dissimilation	F3MP_01_lactate_production	F3MP_01_D-lactate_dehydrogenase	F3MP_01_P079_D-lactate_dehydrogenase_quinone-dependent_membrane-binding_dld	413497.SAMN07483911.GCA_002978655_03547	0.5689486406494562
specI_v4_00300	Cronobacter dublinensis	F3MC_carbohydrate_metabolism	F3MC_06_cellobiose_mannose_catabolism	F3MC_06_C036_Beta-D-glucosidase_mannosidase	F3MC_06_C036_Beta-D-glucosidase_mannosidase_bglX	413497.SAMN07483911.GCA_002978655_03548	0.8675352640712335
specI_v4_00300	Cronobacter dublinensis	F3MU_uptake_transport_systems	F3MU_08_amino_acids_amines_ABC_transport_systems	F3MU_08_U067_carnitine_glycine_betaine_ABC_transporters	F3MU_08_U067_Glycine_betaine_osmoprotectant_ABC_transport_system_substrate-binding_protein_opuC	413497.SAMN07483911.GCA_002978655_03549	1.0965874790075327
specI_v4_00300	Cronobacter dublinensis	F3MT_translation_and_posttranslation_processes	F3MT_01_Amino_acyl-tRNA_biosynthesis	F3MT_01_T015_Methionyl-tRNA_synthetase	F3MT_01_T015_Methionyl-tRNA_synthetase_metG	413497.SAMN07483911.GCA_002978655_03555	1.960271422650634
specI_v4_00300	Cronobacter dublinensis	F3MF_cofactors_metabolism	F3MF_03_pyridoxal_biosynthesis	F3MF_03_F028_Phosphomethylpyrimidine_kinase	F3MF_03_F028_Phosphomethylpyrimidine_kinase_pdxK	413497.SAMN07483911.GCA_002978655_03556	2.339901451685088
specI_v4_00300	Cronobacter dublinensis	F3MM_cell_motility	F3MM_02_chemotaxis	F3MM_02_M025_Methyl-accepting_chemotaxis_protein	F3MM_02_M025_Methyl-accepting_chemotaxis_protein_mcp	413497.SAMN07483911.GCA_002978655_03564	1.290353421900126
specI_v4_00300	Cronobacter dublinensis	F3MU_uptake_transport_systems	F3MU_04_sugar_ABC_transporters	F3MU_04_U052_generic_multiple_sugars_ABC_transporters	F3MU_04_U052_Generic_multiple_sugar_ABC_transport_system_ATP-binding_protein_for_systems_mdx_fos_msm_gts	413497.SAMN07483911.GCA_002978655_03615	1.8408088982785729
specI_v4_00300	Cronobacter dublinensis	F3MU_uptake_transport_systems	F3MU_11_inorganic_ions_ABC_transport_systems	F3MU_11_U086_iron_ABC_transport_systems	F3MU_11_U086_Iron_siderophore_complex_ABC_transport_system_outer-membrane_receptor_fhuA	413497.SAMN07483911.GCA_002978655_03633	0.9268228902072034
specI_v4_00300	Cronobacter dublinensis	F3MU_uptake_transport_systems	F3MU_11_inorganic_ions_transport_systems	F3MU_11_U096_magnesium_transport_systems	F3MU_11_U096_Mg2+_transporter_corA	413497.SAMN07483911.GCA_002978655_03643	2.0260122325566003
specI_v4_00300	Cronobacter dublinensis	F3MT_translation_and_posttranslation_processes	F3MT_07_Heat_shock_protein_chaperones	F3MT_07_T041_Heat_shock_protein_chaperones	F3MT_07_T041_Heat_shock_protein_hslJ	413497.SAMN07483911.GCA_002978655_03656	2.3564964974417197
specI_v4_00300	Cronobacter dublinensis	F3MA_RNA_metabolism	F3MA_02_RNA_degradation_and_turnover	F3MA_02_R005_ATP-dependent_RNA_helicase	F3MA_02_R005_ATP-dependent_RNA_helicase_hrpA	413497.SAMN07483911.GCA_002978655_03663	0.2553927795075191
specI_v4_00300	Cronobacter dublinensis	F3MN_amino_acid_nitrogen_metabolism	F3MN_18_proteins_catabolic_pathways	F3MN_18_N127_Collagenase-family_protease_yegQ	F3MN_18_N127_Collagenase-family_protease_yegQ	413497.SAMN07483911.GCA_002978655_03696	1.5218290357524389
specI_v4_00300	Cronobacter dublinensis	F3MD_DNA_metabolism	F3MD_01_DNA_replication	F3MD_01_D007_DNA_polymerases	F3MD_01_D007_DNA_polymerase_umuC	413497.SAMN07483911.GCA_002978655_03701	0.7854988324805732
specI_v4_00300	Cronobacter dublinensis	F3MR_redox	F3MR_09_DMSO_respiration	F3MR_09_DMSO_reductase	F3MR_09_R045_ Dimethyl_sulfoxide_reductase_subunit_B_dmsB	413497.SAMN07483911.GCA_002978655_03718	1.6129417773751575
specI_v4_00300	Cronobacter dublinensis	F3MR_redox	F3MR_09_DMSO_respiration	F3MR_09_DMSO_reductase	F3MR_09_R045_ Dimethyl_sulfoxide_reductase_subunit_A_dmsA	413497.SAMN07483911.GCA_002978655_03719	0.4091945888414808
specI_v4_00300	Cronobacter dublinensis	F3MU_uptake_transport_systems	F3MU_08_amino_acids_amines_ABC_transport_systems	F3MU_08_U074_Urea_ABC_transporters	F3MU_08_U074_Urea_ABC_transport_system_substrate-binding_protein_urtA	413497.SAMN07483911.GCA_002978655_03743	1.567292481789068
specI_v4_00300	Cronobacter dublinensis	F3MD_DNA_metabolism	F3MD_04_DNA_damage_repair	F3MD_04_D019_DNA_UV_damage_repair_system_uvr	F3MD_04_D019_UV_damage_repair_endonuclease_uvsE	413497.SAMN07483911.GCA_002978655_03795	1.0223569419670229
specI_v4_00300	Cronobacter dublinensis	F3MT_translation_and_posttranslation_processes	F3MT_02_Ribosome_biosynthesis	F3MT_02_T026_Ribosomal_proteins	F3MT_02_T026_Ribosomal_protein_rpsG	413497.SAMN07483911.GCA_002978655_03814	2.116343988148296
specI_v4_00300	Cronobacter dublinensis	F3MS_cell_division_and_shape	F3MS_05_cell_shape_proteins	F3MS_05_S017_Cell_filamentation_protein_fic	F3MS_05_S017_Cell_filamentation_protein_fic	413497.SAMN07483911.GCA_002978655_03838	3.306129414321218
specI_v4_00300	Cronobacter dublinensis	F3MT_translation_and_posttranslation_processes	F3MT_09_general_protein_chaperones	F3MT_09_T044_Efficient_protein_folding_complex_proteins	F3MT_09_T044_Protein_folding_accelerator_ppiA	413497.SAMN07483911.GCA_002978655_03840	1.7396125975878662
specI_v4_00300	Cronobacter dublinensis	F3MR_redox	F3MR_06_nitrite_reduction	F3MR_06_NADPH-dependent_nitrite_reductase	F3MR_06_R039_NADPH-dependent_nitrite_reductase_large_subunit_nirB	413497.SAMN07483911.GCA_002978655_03842	0.7827232182315251
specI_v4_00300	Cronobacter dublinensis	F3MR_redox	F3MR_06_nitrite_reduction	F3MR_06_NADPH-dependent_nitrite_reductase	F3MR_06_R039_Nitrite_transporter_nirC	413497.SAMN07483911.GCA_002978655_03845	1.2397985303704568
specI_v4_00300	Cronobacter dublinensis	F3MF_cofactors_metabolism	F3MF_12_cobalamine_biosynthesis	F3MF_12_F095_Siroheme_synthase	F3MF_12_F095_Siroheme_synthase_type_I_cysG1	413497.SAMN07483911.GCA_002978655_03846	0.7254716291250708
specI_v4_00300	Cronobacter dublinensis	F3MU_uptake_transport_systems	F3MU_05_amino_acids_amines_permeases	F3MU_05_U053_lysine_arginine_ornithine_permeases	F3MU_05_U053_Fructoselysine_transporter_APA_family_frlA	413497.SAMN07483911.GCA_002978655_03847	0.7433243985218846
specI_v4_00300	Cronobacter dublinensis	F3MC_carbohydrate_metabolism	F3MC_03_PK_and_ED_pathways	F3MC_03_C023_Ribulose-phosphate_3-epimerase	F3MC_03_C023_Ribulose-phosphate_3-epimerase_rpe	413497.SAMN07483911.GCA_002978655_03855	2.9404071339759508
specI_v4_00300	Cronobacter dublinensis	F3MN_amino_acid_nitrogen_metabolism	F3MN_28_tyrosine_phenylalanine_chorismate_biosynthesis	F3MN_28_N181_Shikimate_kinase	F3MN_28_N181_Shikimate_kinase_aroL_aroK	413497.SAMN07483911.GCA_002978655_03859	1.9095747479269105
specI_v4_00300	Cronobacter dublinensis	F3MT_translation_and_posttranslation_processes	F3MT_10_redox_protein_chaperones	F3MT_10_T045_Redox_protein_chaperone_hslO	F3MT_10_T045_Redox_regulated_molecular_protein_chaperone_hslO	413497.SAMN07483911.GCA_002978655_03869	1.1340136728303154
specI_v4_00300	Cronobacter dublinensis	F3MC_carbohydrate_metabolism	F3MC_02_reverse_EMP_pathway	F3MC_02_C015_Phosphoenolpyruvate_carboxykinase	F3MC_02_C015_Phosphoenolpyruvate_carboxykinase_pckA	413497.SAMN07483911.GCA_002978655_03871	0.6153074187764489
specI_v4_00300	Cronobacter dublinensis	F3MU_uptake_transport_systems	F3MU_11_inorganic_ions_ABC_transport_systems	F3MU_11_U086_iron_ABC_transport_systems	F3MU_11_U086_GTP-driven_ferrous_iron_transport_protein_B_feoB	413497.SAMN07483911.GCA_002978655_03877	0.4303963810094331
specI_v4_00300	Cronobacter dublinensis	F3MN_amino_acid_nitrogen_metabolism	F3MN_18_proteins_catabolic_pathways	F3MN_18_N120_Cytoplasmic_membrane_rhomboid_protease_glpG	F3MN_18_N120_Cytoplasmic_membrane_rhomboid_protease_glpG	413497.SAMN07483911.GCA_002978655_03888	1.199516267650839
specI_v4_00300	Cronobacter dublinensis	F3MC_carbohydrate_metabolism	F3MC_15_glycogen_degradation	F3MC_15_C090_Catabolic_glycogen_alpha-1-6_debranching_protein	F3MC_15_C090_Catabolic_glycogen_alpha-1-6_debranching_protein_GlgX_glgX	413497.SAMN07483911.GCA_002978655_03896	1.5103000279058292
specI_v4_00300	Cronobacter dublinensis	F3MC_carbohydrate_metabolism	F3MC_14_glycogen_synthesis	F3MC_14_C085_1-4-alpha-glucan_branching_enzyme	F3MC_14_C085_1-4-alpha-glucan_branching_enzyme_glgB	413497.SAMN07483911.GCA_002978655_03897	0.4539153089334459
specI_v4_00300	Cronobacter dublinensis	F3MC_carbohydrate_metabolism	F3MC_03_PK_and_ED_pathways	F3MC_03_C021_Gluconate_kinase	F3MC_03_C021_Gluconate_kinase_gntK	413497.SAMN07483911.GCA_002978655_03903	5.66362510464686
specI_v4_00300	Cronobacter dublinensis	F3MU_uptake_transport_systems	F3MU_04_sugar_ABC_transporters	F3MU_04_U048_G3P_ABC_transporter	F3MU_04_U048_sn-glycerol_3-phosphate_ABC_transport_system_permease_protein_ugpE	413497.SAMN07483911.GCA_002978655_03912	2.3564964974417197
specI_v4_00300	Cronobacter dublinensis	F3MU_uptake_transport_systems	F3MU_04_sugar_ABC_transporters	F3MU_04_U048_G3P_ABC_transporter	F3MU_04_U048_sn-glycerol_3-phosphate_ABC_transport_system_permease_protein_ugpA	413497.SAMN07483911.GCA_002978655_03913	3.367560873033268
specI_v4_00300	Cronobacter dublinensis	F3MU_uptake_transport_systems	F3MU_08_amino_acids_amines_ABC_transport_systems	F3MU_08_U073_Branched-chain_amino_acid_ABC_transporters	F3MU_08_U073_Branched-chain_amino_acid_ABC_transport_system_permease_subunit_livM	413497.SAMN07483911.GCA_002978655_03917	1.5562810592003862
specI_v4_00300	Cronobacter dublinensis	F3MU_uptake_transport_systems	F3MU_08_amino_acids_amines_ABC_transport_systems	F3MU_08_U073_Branched-chain_amino_acid_ABC_transporters	F3MU_08_U073_Branched-chain_amino_acid_ABC_transport_system_substrate-binding_subunit_livK	413497.SAMN07483911.GCA_002978655_03921	3.631322471467568
specI_v4_00300	Cronobacter dublinensis	F3MS_cell_division_and_shape	F3MS_01_general_cell_division_proteins	F3MS_01_S002_general_cell_division_proteins	F3MS_01_S002_ABC_transporter_FtsEX_involved_in_cellular_division_ftsX	413497.SAMN07483911.GCA_002978655_03926	0.9439375174411432
specI_v4_00300	Cronobacter dublinensis	F3MA_RNA_metabolism	F3MA_03_tRNA_modifications	F3MA_03_R012_tRNA_sulfur_transferases	F3MA_03_R012_tRNA_sulfur-relay_system_protein_tusA	413497.SAMN07483911.GCA_002978655_03937	4.052024465113201
specI_v4_00300	Cronobacter dublinensis	F3MA_RNA_metabolism	F3MA_04_rRNA_modifications	F3MA_04_R017_23S_rRNA_methyltransferases	F3MA_04_R017_23S_rRNA_adenine_methylase_rlmJ	413497.SAMN07483911.GCA_002978655_03953	1.1824413029867702
specI_v4_00300	Cronobacter dublinensis	F3MU_uptake_transport_systems	F3MU_03_sugar:cation_MSF_symporters	F3MU_03_U041_malate_citrate_lactate_carboxylate_MSF_symporters	F3MU_03_U041_Aerobic_C4-dicarboxylate_transport_protein_dctA	413497.SAMN07483911.GCA_002978655_03966	0.7745128348235022
specI_v4_00300	Cronobacter dublinensis	F3MU_uptake_transport_systems	F3MU_07_oligopeptides_ABC_transport_systems	F3MU_07_U066_Dipeptide_ABC_transport_system_dpp	F3MU_07_U066_Dipeptide_ABC_transport_system_substrate-binding_protein_dppA	413497.SAMN07483911.GCA_002978655_03981	1.8596977955556853
specI_v4_00300	Cronobacter dublinensis	F3MD_DNA_metabolism	F3MD_03_DNA_modification_restriction	F3MD_03_D016_DNA_adenine_methylases	F3MD_03_D016_3-methyladenine_DNA_glycosylase_tag	413497.SAMN07483911.GCA_002978655_03990	3.534744746162579
specI_v4_00300	Cronobacter dublinensis	F3MC_carbohydrate_metabolism	F3MC_12_NANA_catabolism	F3MC_12_C066_N-acetylneuraminate_epimerase	F3MC_12_C066_N-acetylneuraminate_epimerase_nanM	413497.SAMN07483911.GCA_002978655_03996	2.65812804911426
specI_v4_00300	Cronobacter dublinensis	F3MT_translation_and_posttranslation_processes	F3MT_01_Amino_acyl-tRNA_biosynthesis	F3MT_01_T009_Glycyl-tRNA_synthetase	F3MT_01_T009_Glycyl-tRNA_synthetase_beta_subunit_glyS	413497.SAMN07483911.GCA_002978655_04003	0.4815449364337426
specI_v4_00300	Cronobacter dublinensis	F3MC_carbohydrate_metabolism	F3MC_24_xylose_xyloside_catabolism	F3MC_24_C133_Xylose_isomerase	F3MC_24_C133_Xylose_isomerase_xylA	413497.SAMN07483911.GCA_002978655_04010	0.7534376556446314
specI_v4_00300	Cronobacter dublinensis	F3MU_uptake_transport_systems	F3MU_04_sugar_ABC_transporters	F3MU_04_U043_pentoses_ABC_transporters	F3MU_04_U043_D-xylose ABC_transport_system_substrate-binding_protein_xylF	413497.SAMN07483911.GCA_002978655_04011	1.0038247919615784
specI_v4_00300	Cronobacter dublinensis	F3MC_carbohydrate_metabolism	F3MC_11_maltose_starch_dextran_catabolism	F3MC_11_C064_Alpha-amylase	F3MC_11_C064_Alpha-amylase_malS	413497.SAMN07483911.GCA_002978655_04016	1.9631669491242685
specI_v4_00300	Cronobacter dublinensis	F3MC_carbohydrate_metabolism	F3MC_24_xylose_xyloside_catabolism	F3MC_24_C136_Alpha-xylosidase	F3MC_24_C136_Alpha-xylosidase_xylQ-xylS	413497.SAMN07483911.GCA_002978655_04018	2.394767486108609
specI_v4_00300	Cronobacter dublinensis	F3MU_uptake_transport_systems	F3MU_03_sugar:cation_MSF_symporters	F3MU_03_U040_pentoses_pentosides_MSF_symporters	F3MU_03_U040_Glycoside_xyloside_hexuronide:cation_symporter_GPH_family_xylP_xynT	413497.SAMN07483911.GCA_002978655_04019	1.719183792449137
specI_v4_00300	Cronobacter dublinensis	F3MB_nucleotide_metabolism	F3MB_07_nucleoside_deaminases_pathways	F3MB_07_B046_Adenosine_AMP_deaminase	F3MB_07_B046_Adenosine_AMP_deaminase_add	413497.SAMN07483911.GCA_002978655_04093	0.994808401614618
specI_v4_00300	Cronobacter dublinensis	F3MC_carbohydrate_metabolism	F3MC_06_cellobiose_mannose_catabolism	F3MC_06_C034_Mannose-6-phosphate_isomerase	F3MC_06_C034_Mannose-6-phosphate_isomerase_manA	413497.SAMN07483911.GCA_002978655_04098	0.8454605754180214
specI_v4_00300	Cronobacter dublinensis	F3MU_uptake_transport_systems	F3MU_03_sugar:cation_MSF_symporters	F3MU_03_U040_pentoses_pentosides_MSF_symporters	F3MU_03_U040_Glycoside_xyloside_hexuronide:cation_symporter_GPH_family_xylP_xynT	413497.SAMN07483911.GCA_002978655_04124	0.7099700985882104
specI_v4_00300	Cronobacter dublinensis	F3MR_redox	F3MR_04_respiratory_chain	F3MR_04_Cytochrome_bd_ubiquinol_oxidase	F3MR_04_R036_Cytochrome_bb_ubiquinol_oxidase_subunit_II_cydB	413497.SAMN07483911.GCA_002978655_04128	2.9578576214179444
specI_v4_00300	Cronobacter dublinensis	F3MU_uptake_transport_systems	F3MU_08_amino_acids_amines_ABC_transport_systems	F3MU_08_U068_spermidine_putrescine_ABC_transporters	F3MU_08_U068_Polyamine_ABC_transport_system_substrate-binding_protein_pamE	413497.SAMN07483911.GCA_002978655_04131	0.4349031493969665
specI_v4_00300	Cronobacter dublinensis	F3MN_amino_acid_nitrogen_metabolism	F3MN_05_putrescine_cadaverine_aminobutanoate_catabolic_pathway	F3MN_05_N019_Gamma-aminobutyraldehyde_dehydrogenase	F3MN_05_N019_Gamma-aminobutyraldehyde_dehydrogenase_patD	413497.SAMN07483911.GCA_002978655_04135	1.399014762691715
specI_v4_00300	Cronobacter dublinensis	F3MC_carbohydrate_metabolism	F3MC_15_glycogen_degradation	F3MC_15_C090_Catabolic_glycogen_alpha-1-6_debranching_protein	F3MC_15_C090_Catabolic_glycogen_alpha-1-6_debranching_protein_GlgX_glgX	413497.SAMN07483911.GCA_002978655_04295	0.4801531880625468
specI_v4_00300	Cronobacter dublinensis	F3MM_cell_motility	F3MM_02_chemotaxis	F3MM_02_M025_Methyl-accepting_chemotaxis_protein	F3MM_02_M025_Methyl-accepting_chemotaxis_protein_mcp	413497.SAMN07483911.GCA_002978655_04302	1.5358983334635552
specI_v4_00300	Cronobacter dublinensis	F3MT_translation_and_posttranslation_processes	F3MT_10_redox_protein_chaperones	F3MT_10_T048_Periplasmic_protein_disulfide_oxidoreductases	F3MT_10_T048_Periplasmic_protein_disulfide_oxidoreductase_dsbG	413497.SAMN07483911.GCA_002978655_04327	1.3185158973781048
specI_v4_00300	Cronobacter dublinensis	F3MU_uptake_transport_systems	F3MU_17_inorganic_ions_permeases	F3MU_17_U092_cyanate_chromate_nitrite_transport_systems	F3MU_17_U092_Cyanate_permease_yycB	413497.SAMN07483912.GCA_002978615_00766	0.8183891776829616
specI_v4_00300	Cronobacter dublinensis	F3MM_cell_motility	F3MM_02_chemotaxis	F3MM_02_M025_Methyl-accepting_chemotaxis_protein	F3MM_02_M025_Methyl-accepting_chemotaxis_protein_mcp	413497.SAMN07483912.GCA_002978615_00796	0.5556287728081646
specI_v4_00300	Cronobacter dublinensis	F3MS_cell_division_and_shape	F3MS_05_cell_shape_proteins	F3MS_05_S021_Cell_shape_maintenance_proteins	F3MS_05_S021_Involved_in_formation_and_maintenance_of_cell_shape_mreC	413497.SAMN07483912.GCA_002978615_01499	0.9715380296470246
specI_v4_00300	Cronobacter dublinensis	F3MT_translation_and_posttranslation_processes	F3MT_01_Amino_acyl-tRNA_biosynthesis	F3MT_01_T005_Cystidyl-tRNA_synthetase	F3MT_01_T005_Cystidyl-tRNA_synthetase_cysS	413497.SAMN07483912.GCA_002978615_02975	0.7099700985882104
specI_v4_00300	Cronobacter dublinensis	F3MF_cofactors_metabolism	F3MF_03_pyridoxal_biosynthesis	F3MF_03_F025_1-deoxy-D-xylulose-5-phosphate_synthase	F3MF_03_F025_1-deoxy-D-xylulose-5-phosphate_synthase_dxs	413497.SAMN07483912.GCA_002978615_03099	0.4937087758384583
specI_v4_00300	Cronobacter dublinensis	F3MR_redox	F3MR_02_NADH_redox_balance	F3MR_02_Glutathione_reductase_activity	F3MR_02_R019_Glutathione_reductase_gshR_gor	413497.SAMN07483912.GCA_002978615_03534	1.4702035669879754
specI_v4_00300	Cronobacter dublinensis	F3MT_translation_and_posttranslation_processes	F3MT_10_redox_protein_chaperones	F3MT_10_T048_Periplasmic_protein_disulfide_oxidoreductases	F3MT_10_T048_Periplasmic_protein_disulfide_oxidoreductase_dsbC	413497.SAMN07483912.GCA_002978615_04213	1.825637396369684
specI_v4_00300	Cronobacter dublinensis	F3MF_cofactors_metabolism	F3MF_04_NAD_biosynthesis	F3MF_04_F029_L-aspartate_oxidase	F3MF_04_F029_L-aspartate_oxidase_nadB	413497.SAMN09426154.GCA_016076875_02930	1.1537014102058416
specI_v4_00300	Cronobacter dublinensis	F3MU_uptake_transport_systems	F3MU_03_sugar:cation_MSF_symporters	F3MU_03_U036_hexuronate:cation_MSF_symporters	F3MU_03_U036_D-galactonate:cation_symporter_ACS_family_dgoT	413497.SAMN09426159.GCA_016076555_03688	1.5000722624798304
specI_v4_00300	Cronobacter dublinensis	F3MM_cell_motility	F3MM_02_chemotaxis	F3MM_02_M025_Methyl-accepting_chemotaxis_protein	F3MM_02_M025_Methyl-accepting_chemotaxis_protein_mcp	413497.SAMN09426159.GCA_016076555_03747	1.5454232843687554
specI_v4_00300	Cronobacter dublinensis	F3MU_uptake_transport_systems	F3MU_11_inorganic_ions_ABC_transport_systems	F3MU_11_U086_iron_ABC_transport_systems	F3MU_11_U086_Iron_complex_ABC_transport_system_permease_protein_fhuB	413497.SAMN10266043.GCA_009938875_00759	1.960271422650634
specI_v4_00300	Cronobacter dublinensis	F3MU_uptake_transport_systems	F3MU_01_sugar_PTS_phosphotransferase_systems	F3MU_01_U026_PTS_system_maltose_malX	F3MU_01_U026_PTS_system_maltose_IIB_component_malX	413497.SAMN10266043.GCA_009938875_02360	0.7302549585478735
specI_v4_00300	Cronobacter dublinensis	F3MC_carbohydrate_metabolism	F3MC_07_fructose_sucrose_catabolism	F3MC_07_C039_Fructokinase	F3MC_07_C039_Fructokinase_scrK	413497.SAMN10266043.GCA_009938875_02882	0.5501092816875537
specI_v4_00300	Cronobacter dublinensis	F3MU_uptake_transport_systems	F3MU_01_sugar_PTS_phosphotransferase_systems	F3MU_01_U018_PTS_system_cellobiose_diacetylchitobiose_celABC	F3MU_01_U018_PTS_system_cellobiose_diacetylchitobiose_IIA_component_celC	413497.SAMN10266043.GCA_009938875_02883	1.582219076853726
specI_v4_00300	Cronobacter dublinensis	F3MB_nucleotide_metabolism	F3MB_05_nucleotide_housekeeping_pathways	F3MB_05_B031_Phosphoribosylpyrophosphate_synthetase	F3MB_05_B031_Phosphoribosylpyrophosphate_synthetase_prs	413497.SAMN10266043.GCA_009938875_03593	1.0929802833529028
